0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
31,"2. 농어촌학생
「 」
· 고등교육법 시행령 제29조 제2항 제14호 ‘가’목에 해당하는 자 중 [지원자격 1] 또는 [지원자격 2]에 해당하는 자
▶ [지원자격 1]: 중 학교 입학일부터 고등학교 졸업일까지 농어촌 소재지의 중·고등학교 전 교육과정을 연속하여 이수하고,
해당기간 동안 본인 및 부·모 모두 농어촌 소재지에 거주한 자
▶ [지원자격 2]: 초등학교 입학일부터 고등학교 졸업일까지 농어촌 소재지의 초·중·고등학교 전 교육과정을 연속하여 이수하고,
해당기간 동안 본인이 농어촌 소재지에 거주한 자
- 특 수목적고(과학고, 산업수요맞춤형고, 외국어고, 국제고, 예술고, 체육고), 특성화고, 학력인정 평생교육시설, 비인가 대안학교,
방송통신고, 고등기술학교, 각종학교 졸업(예정)자 지원 불가
- 지원자격 해당기간의 연속된 연수만을 인정함
「 」 「 」
- ‘ 농어촌 소재지’란 지방자치법 제3조에 따른 읍·면 지역 및 도서·벽지 교육진흥법시행규칙 제2조에 따른 도서·벽지 지역을
의미함
- 고 교 졸업예정자가 최종 합격할 경우 재학 고등학교의 졸업일까지 지원자격(농어촌 지역 거주 및 농어촌 지역 고교 재학)을
유지해야 하며, 자격을 유지하지 않을 경우 불합격 또는 입학이 취소될 수 있음
※ 행정구역(읍·면)의 적용 등 세부 기준
1) 고등학교(초등학교·중학교) 재학 당시의 행정구역(읍·면) 단위를 기준으로 적용함
2) 고등학교(초등학교·중학교) 재학 중에 읍·면이 동으로 행정구역이 개편된 경우, 개편된 동 지역을 읍·면 지역으로 인정함
3) 고등학교(초등학교·중학교) 재학 당시 읍·면이었던 행정구역이 졸업 이후 동으로 개편된 경우, 개편된 동 지역을 읍·면 지역으로 인정함
4) 2개 이상의 학교에서 재학한 경우에 해당 학교 모두 반드시 읍·면 지역에 소재하는 학교이어야 하나, 동일한 읍·면 지역이 아니어도 됨
5) 지원자의 거주지, 부모의 거주지, 재학한 학교 소재지가 동일한 읍·면 지역 또는 도서·벽지 지역이 아니어도 됨
6) [ 지원자격 1] 중학교 입학일부터 고등학교 졸업일까지 주민등록표초본 상 본인, 부, 모 중 한 명 이상이 단 하루라도 말소된 기록이 있는
경우는 지원자격에 해당되지 않음
7) [ 지원자격 2] 초등학교 입학일부터 고등학교 졸업일까지 주민등록표초본 상 본인이 단 하루라도 말소된 기록이 있는 경우는 지원자격에
해당되지 않음
8) [지원자격 1] 지원자격 특이자
구분 자격요건
이혼 전 부모의 주소지와 이혼 후의 주민등록 상 지원자 본인의 양육권이 있는 부(모)의 주소지가 농어촌
부모의 이혼
지역이어야 함
① 부 모 모두가 사망한 경우에는 부모 모두가 법률 상의 사망일 이전까지의 주소지가 농어촌 지역이어야 하며,
사망일 이후부터 지원자의 주소지가 농어촌 지역이어야 함
부모의 사망
② 부 (모)가 사망한 경우에는 부(모)가 법률 상의 사망일 이전까지의 주소지가 농어촌 지역이어야 하며,
지원자 본인과 생존한 부(모)의 주소지가 농어촌 지역이어야 함",,,,,,,,,,,,,,,,,,,,,,
31,"3. 기초생활및차상위
「 」
· 고등교육법 시행령 제29조 제2항 제14호 ‘라’목에 해당하는 자
「 」
1. 국민기초생활 보장법 제2조 제1호에 따른 수급권자 및 제2조 제2호에 따른 수급자
「 」
2. 국민기초생활 보장법 제2조 제10호에 따른 차상위계층
「 」
3. 한부모가족지원법 제5조 및 제5조의2에 따른 지원대상자",,,,,,,,,,,,,,,,,,,,,,
31,구분,자격요건,,,,,,,,,,,,,,,,,,,,,
31,부모의 이혼,"이혼 전 부모의 주소지와 이혼 후의 주민등록 상 지원자 본인의 양육권이 있는 부(모)의 주소지가 농어촌
지역이어야 함",,,,,,,,,,,,,,,,,,,,,
31,부모의 사망,"① 부 모 모두가 사망한 경우에는 부모 모두가 법률 상의 사망일 이전까지의 주소지가 농어촌 지역이어야 하며,
사망일 이후부터 지원자의 주소지가 농어촌 지역이어야 함
② 부 (모)가 사망한 경우에는 부(모)가 법률 상의 사망일 이전까지의 주소지가 농어촌 지역이어야 하며,
지원자 본인과 생존한 부(모)의 주소지가 농어촌 지역이어야 함",,,,,,,,,,,,,,,,,,,,,
32,사정단계,서류,학생부(교과정량),합계,수능최저학력기준,,,,,,,,,,,,,,,,,,
32,일괄합산,700(70%),300(30%),"1,000(100%)",합계,,,,,,,,,,,,,,,,,,
32,전형요소,최고점,최저점,차이,실질 반영비율,,,,,,,,,,,,,,,,,,
32,서류,700,0,700,차이,,,,,,,,,,,,,,,,,,
32,학생부(교과정량),300,0,300,700,,,,,,,,,,,,,,,,,,
32,평가요소,반영비율,평가항목,,,,,,,,,,,,,,,,,,,,
32,학업역량,30%,반영비율,,,,,,,,,,,,,,,,,,,,
32,진로역량,40%,30%,,,,,,,,,,,,,,,,,,,,
32,공동체역량,30%,40%,,,,,,,,,,,,,,,,,,,,
32,구분,일정,,,,,,,,,,,,,,,,,,,,,
32,원서접수,구분,,,,,,,,,,,,,,,,,,,,,
32,서류제출(PDF 업로드) 및 온라인 입력,원서접수,,,,,,,,,,,,,,,,,,,,,
32,최초합격자 발표,서류제출(PDF 업로드) 및 온라인 입력,,,,,,,,,,,,,,,,,,,,,
33,대상,최초합격자 발표,제출서류,,,,,,,,,,,,,,,,,,,,
33,"국내 정규 고등학교
졸업(예정)자","학생부 온라인 제공
동의자",최초합격자 발표,,,,,,,,,,,,,,,,,,,,
33,33,"학생부 온라인 제공
미동의자 및 불가자","학생부 온라인 제공
동의자",,,,,,,,,,,,,,,,,,,,
33,"고등학교 졸업학력
1)
검정고시 출신자","검정고시 자료 온라인
제공 동의자","학생부 온라인 제공
미동의자 및 불가자",,,,,,,,,,,,,,,,,,,,
33,33,"검정고시 자료
온라인 제공
미동의자 및 불가자","검정고시 자료 온라인
제공 동의자",,,,,,,,,,,,,,,,,,,,
33,"1)
국외 고등학교 출신자",33,"검정고시 자료
온라인 제공
미동의자 및 불가자",,,,,,,,,,,,,,,,,,,,
33,대상,제출서류,제출방법 및 기한,,,,,,,,,,,,,,,,,,,,
33,고등학교 졸업학력 검정고시 출신자,학교생활기록부 대체 서식,제출서류,,,,,,,,,,,,,,,,,,,,
33,국외 고등학교 출신자,고등학교 졸업학력 검정고시 출신자,학교생활기록부 대체 서식,,,,,,,,,,,,,,,,,,,,
33,"검정고시 및 국외 고등학교 출신자 중
※
국내 학교생활기록부가 있는 자","[대상자만]
대입전형용 학교생활기록부 1부",고등학교 졸업학력 검정고시 출신자,,,,,,,,,,,,,,,,,,,,
34,구분,제출서류,비고,,,,,,,,,,,,,,,,,,,,
34,"국가보훈관계법령에
따른 교육지원 대상자","대학입학특별전형
대상자증명서",제출서류,,,,,,,,,,,,,,,,,,,,
34,34,가족관계증명서,"대학입학특별전형
대상자증명서",,,,,,,,,,,,,,,,,,,,
34,구분,제출서류,비고,,,,,,,,,,,,,,,,,,,,
34,"[지원자격 1]
중·고등학교
※
전 교육과정 이수자",가족관계증명서,제출서류,,,,,,,,,,,,,,,,,,,,
34,34,주민등록표초본,가족관계증명서,,,,,,,,,,,,,,,,,,,,
34,34,중학교 학교생활기록부,주민등록표초본,,,,,,,,,,,,,,,,,,,,
34,34,"농어촌학생
지원자격 확인서",중학교 학교생활기록부,,,,,,,,,,,,,,,,,,,,
34,"[지원자격 2]
초·중·고등학교
전 교육과정 이수자",주민등록표초본,"농어촌학생
지원자격 확인서",,,,,,,,,,,,,,,,,,,,
34,34,초·중학교 학교생활기록부,주민등록표초본,,,,,,,,,,,,,,,,,,,,
34,34,"농어촌학생
지원자격 확인서",초·중학교 학교생활기록부,,,,,,,,,,,,,,,,,,,,
34,구분,제출서류,비고,,,,,,,,,,,,,,,,,,,,
34,부모 이혼,부모 혼인관계증명서,제출서류,,,,,,,,,,,,,,,,,,,,
34,34,기본증명서(지원자 기준),부모 혼인관계증명서,,,,,,,,,,,,,,,,,,,,
34,부(모) 또는 부모 사망,"사망한 부(모)의 기본증명서
※ 2008년 이전 사망 시, 제적등본으로 대체",기본증명서(지원자 기준),,,,,,,,,,,,,,,,,,,,
34,입양,입양관계증명서,"사망한 부(모)의 기본증명서
※ 2008년 이전 사망 시, 제적등본으로 대체",,,,,,,,,,,,,,,,,,,,
34,양자,친양자입양관계증명서,입양관계증명서,,,,,,,,,,,,,,,,,,,,
35,구분,제출서류,비고,,,,,,,,,,,,,,,,,,,,
35,"국민기초생활보장
수급자",국민기초생활보장수급자증명서,제출서류,,,,,,,,,,,,,,,,,,,,
35,"차상위복지급여
수급 중인
차상위계층 학생",차상위계층확인서,국민기초생활보장수급자증명서,,,,,,,,,,,,,,,,,,,,
35,35,차상위본인부담경감대상자증명서,차상위계층확인서,,,,,,,,,,,,,,,,,,,,
35,35,자활근로자확인서,차상위본인부담경감대상자증명서,,,,,,,,,,,,,,,,,,,,
35,35,장애수당대상자확인서,자활근로자확인서,,,,,,,,,,,,,,,,,,,,
35,35,장애인연금대상자확인서,장애수당대상자확인서,,,,,,,,,,,,,,,,,,,,
35,"한부모가족
지원대상자",한부모가족증명서,장애인연금대상자확인서,,,,,,,,,,,,,,,,,,,,
35,구분,제출서류,,,,,,,,,,,,,,,,,,,,,
35,"[지원자격 1]
중·고등학교 전 교육과정 이수자","1. 고등학교 졸업증명서
2. 부, 모, 지원자 기준 주민등록표초본 각 1부씩, 총 3부
※ 고등학교 졸업일 이후 발급분(주소변동사항 포함한 상세내역)",,,,,,,,,,,,,,,,,,,,,
35,"[지원자격 2]
초·중·고등학교 전 교육과정 이수자","1. 고등학교 졸업증명서
2. 지원자 기준 주민등록표초본
※ 고등학교 졸업일 이후 발급분(주소변동사항 포함한 상세내역)",,,,,,,,,,,,,,,,,,,,,
35,순위,항목,,,,,,,,,,,,,,,,,,,,,
35,1순위,순위,,,,,,,,,,,,,,,,,,,,,
35,2순위,1순위,,,,,,,,,,,,,,,,,,,,,
35,3순위,2순위,,,,,,,,,,,,,,,,,,,,,
35,4순위,3순위,,,,,,,,,,,,,,,,,,,,,
35,5순위,4순위,,,,,,,,,,,,,,,,,,,,,
36,모집단위,계열,인원,,,,,,,,,,,,,,,,,,,,
36,건축학부,자연,1,,,,,,,,,,,,,,,,,,,,
36,"사회환경공학부
기계·로봇·자동차공학부
전기전자공학부
화공학부
컴퓨터공학부
재료공학과
항공우주·모빌리티공학과
생물공학과",자연,1,,,,,,,,,,,,,,,,,,,,
36,36,자연,1,,,,,,,,,,,,,,,,,,,,
36,36,자연,1,,,,,,,,,,,,,,,,,,,,
36,36,자연,1,,,,,,,,,,,,,,,,,,,,
36,36,자연,2,,,,,,,,,,,,,,,,,,,,
36,36,자연,1,,,,,,,,,,,,,,,,,,,,
36,36,자연,1,,,,,,,,,,,,,,,,,,,,
36,36,자연,1,,,,,,,,,,,,,,,,,,,,
36,대학,모집단위,계열,인원,,,,,,,,,,,,,,,,,,,
36,사회과학대학,정치외교학과,인문,1,,,,,,,,,,,,,,,,,,,
36,36,경제학과,인문,1,,,,,,,,,,,,,,,,,,,
36,36,행정학과,인문,1,,,,,,,,,,,,,,,,,,,
36,36,국제무역학과,인문,1,,,,,,,,,,,,,,,,,,,
36,36,36,국제무역학과,인문,,,,,,,,,,,,,,,,,,,
36,경영대학,"응용통계학과
경영학과","인문
인문","1
1",,,,,,,,,,,,,,,,,,,
36,36,기술경영학과,인문,1,,,,,,,,,,,,,,,,,,,
36,부동산과학원,부동산학과,인문,1,,,,,,,,,,,,,,,,,,,
36,생명과학대학,동물자원·식품과학·유통학부,자연,2,,,,,,,,,,,,,,,,,,,
36,36,환경보건·산림조경학부,자연,1,,,,,,,,,,,,,,,,,,,
36,36,식량자원과학과,자연,1,,,,,,,,,,,,,,,,,,,
37,대학,모집단위,계열,기준학과,,,,,,,,,,,,,,,,,,,
37,건축대학,건축학부,자연,계열,,,,,,,,,,,,,,,,,,,
37,공과대학,사회환경공학부,자연,자연,,,,,,,,,,,,,,,,,,,
37,37,기계·로봇·자동차공학부,자연,자연,,,,,,,,,,,,,,,,,,,
37,37,전기전자공학부,자연,자연,,,,,,,,,,,,,,,,,,,
37,37,화공학부,자연,자연,,,,,,,,,,,,,,,,,,,
37,37,컴퓨터공학부,자연,자연,,,,,,,,,,,,,,,,,,,
37,37,재료공학과,자연,자연,,,,,,,,,,,,,,,,,,,
37,37,항공우주·모빌리티공학과,자연,자연,,,,,,,,,,,,,,,,,,,
37,37,생물공학과,자연,자연,,,,,,,,,,,,,,,,,,,
37,사회과학대학,정치외교학과,인문,자연,,,,,,,,,,,,,,,,,,,
37,37,경제학과,인문,인문,,,,,,,,,,,,,,,,,,,
37,37,행정학과,인문,인문,,,,,,,,,,,,,,,,,,,
37,37,국제무역학과,인문,인문,,,,,,,,,,,,,,,,,,,
37,37,응용통계학과,인문,인문,,,,,,,,,,,,,,,,,,,
37,경영대학,경영학과,인문,인문,,,,,,,,,,,,,,,,,,,
37,37,기술경영학과,인문,인문,,,,,,,,,,,,,,,,,,,
37,부동산과학원,부동산학과,인문,인문,,,,,,,,,,,,,,,,,,,
37,생명과학대학,동물자원·식품과학·유통학부,자연,인문,,,,,,,,,,,,,,,,,,,
37,37,환경보건·산림조경학부,자연,자연,,,,,,,,,,,,,,,,,,,
37,37,식량자원과학과,자연,자연,,,,,,,,,,,,,,,,,,,
38,사정단계,서류,학생부(교과정량),합계,수능최저학력기준,,,,,,,,,,,,,,,,,,
38,일괄합산,700(70%),300(30%),"1,000(100%)",없음,,,,,,,,,,,,,,,,,,
38,전형요소,최고점,최저점,차이,실질 반영비율,,,,,,,,,,,,,,,,,,
38,서류,700,0,700,70%,,,,,,,,,,,,,,,,,,
38,학생부(교과정량),300,0,300,30%,,,,,,,,,,,,,,,,,,
38,평가요소,반영비율,평가항목,,,,,,,,,,,,,,,,,,,,
38,학업역량,30%,반영비율,,,,,,,,,,,,,,,,,,,,
38,진로역량,40%,30%,,,,,,,,,,,,,,,,,,,,
38,공동체역량,30%,40%,,,,,,,,,,,,,,,,,,,,
38,구분,일정,,,,,,,,,,,,,,,,,,,,,
38,원서접수,구분,,,,,,,,,,,,,,,,,,,,,
38,서류제출(PDF 업로드),원서접수,,,,,,,,,,,,,,,,,,,,,
38,최초합격자 발표,서류제출(PDF 업로드),,,,,,,,,,,,,,,,,,,,,
39,"8. 제출서류
가. 공통서류
• 모 든 제출서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함",최초합격자 발표,서류제출(PDF 업로드),없음,없음,,,,,,,,,,,,,,,,,,
39,제출서류,"8. 제출서류
가. 공통서류
• 모 든 제출서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함",최초합격자 발표,비고,없음,,,,,,,,,,,,,,,,,,
39,학교생활기록부,온라인 제공 동의자,"8. 제출서류
가. 공통서류
• 모 든 제출서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함","·서류제출(PDF 업로드) 불필요
※ 대상: 2017년 2월 ~ 2025년 2월 졸업(예정)자
※ 2 005년 2월 ~ 2016년 2월 졸업자 중 희망자의 경우 온라인 생성 신청 시스템
(apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능",비고,,,,,,,,,,,,,,,,,,
39,39,"온라인 제공
미동의자 및 불가자",온라인 제공 동의자,"·대 입전형용 학교생활기록부 1부
·교 육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
·원 서접수 사이트에서 서류제출(PDF 업로드)","·서류제출(PDF 업로드) 불필요
※ 대상: 2017년 2월 ~ 2025년 2월 졸업(예정)자
※ 2 005년 2월 ~ 2016년 2월 졸업자 중 희망자의 경우 온라인 생성 신청 시스템
(apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능",,,,,,,,,,,,,,,,,,
39,"※ 서류접수 기간 이후 학교생활기록부 수정사항 제출 시 반영하지 않음
※ 개 명 또는 주민등록번호 변경으로 인하여 제출서류(고교 학교생활기록부 등)와 입학원서 상 인적사항이 일치하지 않는 지원자는 ‘주민등록표초본’
1부를 제출해야 함
나. 추가 제출서류",39,"온라인 제공
미동의자 및 불가자",온라인 제공 동의자,"·대 입전형용 학교생활기록부 1부
·교 육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
·원 서접수 사이트에서 서류제출(PDF 업로드)",,,,,,,,,,,,,,,,,,
39,대상,"※ 서류접수 기간 이후 학교생활기록부 수정사항 제출 시 반영하지 않음
※ 개 명 또는 주민등록번호 변경으로 인하여 제출서류(고교 학교생활기록부 등)와 입학원서 상 인적사항이 일치하지 않는 지원자는 ‘주민등록표초본’
1부를 제출해야 함
나. 추가 제출서류",제출서류,"온라인 제공
미동의자 및 불가자",제출방법,,,,,,,,,,,,,,,,,,
39,"모집단위별 기준학과와
일치하지 않는 지원자",대상,기준학과 인정 확인서,제출서류,"·본 교 양식을 입학처 홈페이지에서 다운로드하여 작성한 후,
출신 고등학교장 직인 날인 후 PDF 업로드",,,,,,,,,,,,,,,,,,
39,2014년 이전 졸업자,"모집단위별 기준학과와
일치하지 않는 지원자",대상,기준학과 인정 확인서,제출서류,,,,,,,,,,,,,,,,,,
39,9. 동점자 처리기준,2014년 이전 졸업자,"모집단위별 기준학과와
일치하지 않는 지원자",대상,기준학과 인정 확인서,,,,,,,,,,,,,,,,,,
39,순위,9. 동점자 처리기준,항목,"모집단위별 기준학과와
일치하지 않는 지원자",대상,,,,,,,,,,,,,,,,,,
39,1순위,순위,서류 진로역량 점수 우수자,항목,"모집단위별 기준학과와
일치하지 않는 지원자",,,,,,,,,,,,,,,,,,
39,2순위,1순위,서류 학업역량 점수 우수자,서류 진로역량 점수 우수자,항목,,,,,,,,,,,,,,,,,,
39,3순위,2순위,서류 공동체역량 점수 우수자,서류 학업역량 점수 우수자,서류 진로역량 점수 우수자,,,,,,,,,,,,,,,,,,
39,4순위,3순위,학생부(교과정량) 성적 총점 우수자,서류 공동체역량 점수 우수자,서류 학업역량 점수 우수자,,,,,,,,,,,,,,,,,,
39,5순위,4순위,국어 교과 성적 우수자,학생부(교과정량) 성적 총점 우수자,서류 공동체역량 점수 우수자,,,,,,,,,,,,,,,,,,
39,39,5순위,4순위,국어 교과 성적 우수자,학생부(교과정량) 성적 총점 우수자,,,,,,,,,,,,,,,,,,
40,학 모집단위,계열,인원,,,,,,,,,,,,,,,,,,,,
40,"신산업융합학과
대학
K뷰티산업융합학과",인문,계열,,,,,,,,,,,,,,,,,,,,
40,40,예체능,인문,,,,,,,,,,,,,,,,,,,,
40,서류,학생부(교과정량),합계,수능최저학력기준,,,,,,,,,,,,,,,,,,,
40,700(70%),300(30%),"1,000(100%)",합계,,,,,,,,,,,,,,,,,,,
41,전형요소,최고점,최저점,차이,실질 반영비율,,,,,,,,,,,,,,,,,,
41,서류,700,0,700,차이,,,,,,,,,,,,,,,,,,
41,학생부(교과정량),300,0,300,700,,,,,,,,,,,,,,,,,,
41,평가요소,반영비율,평가항목,,,,,,,,,,,,,,,,,,,,
41,학업역량,30%,반영비율,,,,,,,,,,,,,,,,,,,,
41,진로역량,40%,30%,,,,,,,,,,,,,,,,,,,,
41,공동체역량,30%,40%,,,,,,,,,,,,,,,,,,,,
41,구분,일정,,,,,,,,,,,,,,,,,,,,,
41,원서접수,구분,,,,,,,,,,,,,,,,,,,,,
41,서류제출(PDF 업로드),원서접수,,,,,,,,,,,,,,,,,,,,,
41,최초합격자 발표,서류제출(PDF 업로드),,,,,,,,,,,,,,,,,,,,,
41,제출서류,최초합격자 발표,비고,,,,,,,,,,,,,,,,,,,,
41,학교생활기록부,온라인 제공 동의자,최초합격자 발표,,,,,,,,,,,,,,,,,,,,
41,41,"온라인 제공
미동의자 및 불가자",온라인 제공 동의자,,,,,,,,,,,,,,,,,,,,
42,제출서류,비고,,,,,,,,,,,,,,,,,,,,,
42,"국민건강보험 자격득실확인서
(재직기간 포함)",제출서류,,,,,,,,,,,,,,,,,,,,,
42,"[해당자에 한함]
주민등록표초본
(병역사항 포함)","국민건강보험 자격득실확인서
(재직기간 포함)",,,,,,,,,,,,,,,,,,,,,
42,순위,항목,,,,,,,,,,,,,,,,,,,,,
42,1순위,순위,,,,,,,,,,,,,,,,,,,,,
42,2순위,1순위,,,,,,,,,,,,,,,,,,,,,
42,3순위,2순위,,,,,,,,,,,,,,,,,,,,,
42,4순위,3순위,,,,,,,,,,,,,,,,,,,,,
42,5순위,4순위,,,,,,,,,,,,,,,,,,,,,
43,모집단위,계열,인원,,,,,,,,,,,,,,,,,,,,
43,"국어국문학과
영어영문학과
중어중문학과
철학과
사학과
지리학과
미디어커뮤니케이션학과
문화콘텐츠학과",인문,8,,,,,,,,,,,,,,,,,,,,
43,43,인문,인문,,,,,,,,,,,,,,,,,,,,
43,43,인문,인문,,,,,,,,,,,,,,,,,,,,
43,43,인문,인문,,,,,,,,,,,,,,,,,,,,
43,43,인문,인문,,,,,,,,,,,,,,,,,,,,
43,43,인문,인문,,,,,,,,,,,,,,,,,,,,
43,43,인문,인문,,,,,,,,,,,,,,,,,,,,
43,43,인문,인문,,,,,,,,,,,,,,,,,,,,
43,대학,모집단위,계열,인원,,,,,,,,,,,,,,,,,,,
43,사회과학대학,정치외교학과,인문,8,,,,,,,,,,,,,,,,,,,
43,43,경제학과,인문,인문,,,,,,,,,,,,,,,,,,,
43,43,행정학과,인문,인문,,,,,,,,,,,,,,,,,,,
43,43,국제무역학과,인문,인문,,,,,,,,,,,,,,,,,,,
43,43,응용통계학과,인문,인문,,,,,,,,,,,,,,,,,,,
43,경영대학,경영학과,인문,4,,,,,,,,,,,,,,,,,,,
43,43,기술경영학과,인문,인문,,,,,,,,,,,,,,,,,,,
43,부동산과학원,부동산학과,인문,인문,,,,,,,,,,,,,,,,,,,
43,서류,면접,합계,선발배수,수능최저학력기준,,,,,,,,,,,,,,,,,,
43,"1,000(100%)",-,"1,000(100%)",3배수,선발배수,,,,,,,,,,,,,,,,,,
43,1단계 성적 700(70%),300(30%),"1,000(100%)",-,3배수,,,,,,,,,,,,,,,,,,
43,전형요소,최고점,최저점,차이,실질 반영비율,,,,,,,,,,,,,,,,,,
43,서류,"1,000",0,"1,000",차이,,,,,,,,,,,,,,,,,,
43,"1단계 성적
면접",700,0,700,"1,000",,,,,,,,,,,,,,,,,,
43,43,300,0,300,700,,,,,,,,,,,,,,,,,,
44,평가요소,반영비율,평가항목,,,,,,,,,,,,,,,,,,,,
44,학업역량,30%,반영비율,,,,,,,,,,,,,,,,,,,,
44,진로역량,40%,30%,,,,,,,,,,,,,,,,,,,,
44,공동체역량,30%,40%,,,,,,,,,,,,,,,,,,,,
44,평가요소,반영비율,평가항목,,,,,,,,,,,,,,,,,,,,
44,학업역량,30%,반영비율,,,,,,,,,,,,,,,,,,,,
44,진로역량,40%,30%,,,,,,,,,,,,,,,,,,,,
44,공동체역량,30%,40%,,,,,,,,,,,,,,,,,,,,
44,구분,일정,,,,,,,,,,,,,,,,,,,,,
44,원서접수,구분,,,,,,,,,,,,,,,,,,,,,
44,서류제출(PDF 업로드) 및 온라인 입력,원서접수,,,,,,,,,,,,,,,,,,,,,
44,1단계 합격자 발표,서류제출(PDF 업로드) 및 온라인 입력,,,,,,,,,,,,,,,,,,,,,
44,2단계 전형료 납부,1단계 합격자 발표,,,,,,,,,,,,,,,,,,,,,
44,"※
면접",2단계 전형료 납부,,,,,,,,,,,,,,,,,,,,,
44,최초합격자 발표,"※
면접",,,,,,,,,,,,,,,,,,,,,
45,대상,최초합격자 발표,제출서류,,,,,,,,,,,,,,,,,,,,
45,"국내 정규 고등학교
졸업(예정)자","학생부 온라인 제공
동의자",최초합격자 발표,,,,,,,,,,,,,,,,,,,,
45,45,"학생부 온라인 제공
미동의자 및 불가자","학생부 온라인 제공
동의자",,,,,,,,,,,,,,,,,,,,
45,"고등학교 졸업학력
검정고시 출신자1)","검정고시 자료 온라인
제공 동의자","학생부 온라인 제공
미동의자 및 불가자",,,,,,,,,,,,,,,,,,,,
45,45,"검정고시 자료 온라인
제공 미동의자 및
불가자","검정고시 자료 온라인
제공 동의자",,,,,,,,,,,,,,,,,,,,
45,국외 고등학교 출신자1),45,"검정고시 자료 온라인
제공 미동의자 및
불가자",,,,,,,,,,,,,,,,,,,,
45,대상,제출서류,제출방법 및 기한,,,,,,,,,,,,,,,,,,,,
45,고등학교 졸업학력 검정고시 출신자,학교생활기록부 대체 서식,제출서류,,,,,,,,,,,,,,,,,,,,
45,국외 고등학교 출신자,고등학교 졸업학력 검정고시 출신자,학교생활기록부 대체 서식,,,,,,,,,,,,,,,,,,,,
45,"검정고시 및 국외 고등학교 출신자 중 국내
※
학교생활기록부가 있는 자","[대상자만]
대입전형용 학교생활기록부 1부",고등학교 졸업학력 검정고시 출신자,,,,,,,,,,,,,,,,,,,,
45,구분,제출서류,비고,,,,,,,,,,,,,,,,,,,,
45,장애인등록자,장애인증명서,제출서류,,,,,,,,,,,,,,,,,,,,
45,상이등록자,국가유공자확인원,장애인증명서,,,,,,,,,,,,,,,,,,,,
46,순위,1단계 기준,2단계 기준,,,,,,,,,,,,,,,,,,,,
46,1순위,서류 진로역량 점수 우수자,1단계 기준,,,,,,,,,,,,,,,,,,,,
46,2순위,서류 학업역량 점수 우수자,서류 진로역량 점수 우수자,,,,,,,,,,,,,,,,,,,,
46,3순위,서류 공동체역량 점수 우수자,서류 학업역량 점수 우수자,,,,,,,,,,,,,,,,,,,,
46,4순위,-,서류 공동체역량 점수 우수자,,,,,,,,,,,,,,,,,,,,
46,5순위,-,-,,,,,,,,,,,,,,,,,,,,
47,과대학 모집단위,인원,,,,,,,,,,,,,,,,,,,,,
47,"수학과
물리학과
과대학
화학과
이과대학자유전공학부",8,,,,,,,,,,,,,,,,,,,,,
47,47,11,,,,,,,,,,,,,,,,,,,,,
47,47,4,,,,,,,,,,,,,,,,,,,,,
47,47,11,,,,,,,,,,,,,,,,,,,,,
47,축대학 건축학부,8,,,,,,,,,,,,,,,,,,,,,
47,"사회환경공학부
기계·로봇·자동차공학부
전기전자공학부
화공학부
컴퓨터공학부
과대학
재료공학과
항공우주·모빌리티공학과
생물공학과
산업공학과
공과대학자유전공학부",10,,,,,,,,,,,,,,,,,,,,,
47,47,7,,,,,,,,,,,,,,,,,,,,,
47,47,11,,,,,,,,,,,,,,,,,,,,,
47,47,6,,,,,,,,,,,,,,,,,,,,,
47,47,8,,,,,,,,,,,,,,,,,,,,,
47,47,5,,,,,,,,,,,,,,,,,,,,,
47,47,5,,,,,,,,,,,,,,,,,,,,,
47,47,7,,,,,,,,,,,,,,,,,,,,,
47,47,3,,,,,,,,,,,,,,,,,,,,,
47,47,35,,,,,,,,,,,,,,,,,,,,,
47,"첨단바이오공학부
시스템생명공학과
합과학
기술원
융합생명공학과
융합과학기술원자유전공학부",5,,,,,,,,,,,,,,,,,,,,,
47,47,3,,,,,,,,,,,,,,,,,,,,,
47,47,3,,,,,,,,,,,,,,,,,,,,,
47,47,8,,,,,,,,,,,,,,,,,,,,,
